cluster_id,description,name,level,parent_cluster_id,pct_total_occurrences
collaborative development,,collaborative development,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.005
collaborative engagement,,collaborative engagement,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.045
collaborative growth,,collaborative growth,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.009
collaborative helpfulness,,collaborative helpfulness,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.011
collaborative mindset,,collaborative mindset,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.01
collaborative partnership,,collaborative partnership,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.015
collaborative problem-solving,,collaborative problem-solving,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.042
collaborative progress,,collaborative progress,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.004
collaborative refinement,,collaborative refinement,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.026
collaborative relationships,,collaborative relationships,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.002
collaborative service,,collaborative service,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.007
collaborative success,,collaborative success,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.002
collaborative support,,collaborative support,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.031
compatibility,,compatibility,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.003
constructive collaboration,,constructive collaboration,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.017
cooperation,,cooperation,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.025
creative collaboration,,creative collaboration,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.055
creative partnership,,creative partnership,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.005
global cooperation,,global cooperation,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.003
human-ai collaboration,,human-ai collaboration,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.002
interdisciplinary collaboration,,interdisciplinary collaboration,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.004
meaningful contribution,,meaningful contribution,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.002
partnership,,partnership,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.009
partnership focus,,partnership focus,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.001
partnership orientation,,partnership orientation,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.002
respectful collaboration,,respectful collaboration,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.001
stakeholder collaboration,,stakeholder collaboration,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.003
supportive collaboration,,supportive collaboration,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.002
supportive partnership,,supportive partnership,0,ai_values:l1:8f308b6b-c7ce-4079-ba0e-f3eb803093f4,0.002
adaptability,,adaptability,0,ai_values:l1:91f926ee-9bf7-4a32-bb6f-81af145ce386,1.207
adaptiveness,,adaptiveness,0,ai_values:l1:91f926ee-9bf7-4a32-bb6f-81af145ce386,0.086
collaborative flexibility,,collaborative flexibility,0,ai_values:l1:91f926ee-9bf7-4a32-bb6f-81af145ce386,0.004
context-awareness,,context-awareness,0,ai_values:l1:91f926ee-9bf7-4a32-bb6f-81af145ce386,0.002
extensibility,,extensibility,0,ai_values:l1:91f926ee-9bf7-4a32-bb6f-81af145ce386,0.006
gradual adaptation,,gradual adaptation,0,ai_values:l1:91f926ee-9bf7-4a32-bb6f-81af145ce386,0.002
local adaptation,,local adaptation,0,ai_values:l1:91f926ee-9bf7-4a32-bb6f-81af145ce386,0.002
practical adaptation,,practical adaptation,0,ai_values:l1:91f926ee-9bf7-4a32-bb6f-81af145ce386,0.002
pragmatic adaptation,,pragmatic adaptation,0,ai_values:l1:91f926ee-9bf7-4a32-bb6f-81af145ce386,0.005
pragmatic flexibility,,pragmatic flexibility,0,ai_values:l1:91f926ee-9bf7-4a32-bb6f-81af145ce386,0.005
professional adaptability,,professional adaptability,0,ai_values:l1:91f926ee-9bf7-4a32-bb6f-81af145ce386,0.003
transformation,,transformation,0,ai_values:l1:91f926ee-9bf7-4a32-bb6f-81af145ce386,0.004
versatility,,versatility,0,ai_values:l1:91f926ee-9bf7-4a32-bb6f-81af145ce386,0.006
creative thinking,,creative thinking,0,ai_values:l1:922e8574-2e91-49a0-9d71-660eba69ed03,0.001
holistic thinking,,holistic thinking,0,ai_values:l1:922e8574-2e91-49a0-9d71-660eba69ed03,0.008
independent thinking,,independent thinking,0,ai_values:l1:922e8574-2e91-49a0-9d71-660eba69ed03,0.003
intellectual autonomy,,intellectual autonomy,0,ai_values:l1:922e8574-2e91-49a0-9d71-660eba69ed03,0.009
intellectual independence,,intellectual independence,0,ai_values:l1:922e8574-2e91-49a0-9d71-660eba69ed03,0.008
moral independence,,moral independence,0,ai_values:l1:922e8574-2e91-49a0-9d71-660eba69ed03,0.006
hedonism,,hedonism,0,ai_values:l1:92e567bf-6bb2-47a8-b39a-33df18863fae,0.019
sensory detail,,sensory detail,0,ai_values:l1:92e567bf-6bb2-47a8-b39a-33df18863fae,0.003
sensory pleasure,,sensory pleasure,0,ai_values:l1:92e567bf-6bb2-47a8-b39a-33df18863fae,0.002
sensuality,,sensuality,0,ai_values:l1:92e567bf-6bb2-47a8-b39a-33df18863fae,0.002
administrative efficiency,,administrative efficiency,0,ai_values:l1:9317f16c-0370-4767-a62f-c3d71b6af8a1,0.004
critical analysis,,critical analysis,0,ai_values:l1:93941f0b-6aeb-4338-b8cd-145130313798,0.007
critical reflection,,critical reflection,0,ai_values:l1:93941f0b-6aeb-4338-b8cd-145130313798,0.001
critical thinking,,critical thinking,0,ai_values:l1:93941f0b-6aeb-4338-b8cd-145130313798,0.118
discernment,,discernment,0,ai_values:l1:93941f0b-6aeb-4338-b8cd-145130313798,0.002
relevance,,relevance,0,ai_values:l1:93941f0b-6aeb-4338-b8cd-145130313798,0.005
subtlety,,subtlety,0,ai_values:l1:93941f0b-6aeb-4338-b8cd-145130313798,0.001
thoughtful deliberation,,thoughtful deliberation,0,ai_values:l1:93941f0b-6aeb-4338-b8cd-145130313798,0.01
merit recognition,,merit recognition,0,ai_values:l1:95817815-a64f-4f10-990d-5f9f3a5269cb,0.001
pedagogical responsibility,,pedagogical responsibility,0,ai_values:l1:95817815-a64f-4f10-990d-5f9f3a5269cb,0.002
professional dignity,,professional dignity,0,ai_values:l1:95817815-a64f-4f10-990d-5f9f3a5269cb,0.009
professional ethics,,professional ethics,0,ai_values:l1:95817815-a64f-4f10-990d-5f9f3a5269cb,0.169
professional integrity,,professional integrity,0,ai_values:l1:95817815-a64f-4f10-990d-5f9f3a5269cb,0.224
respect for authorship,,respect for authorship,0,ai_values:l1:95817815-a64f-4f10-990d-5f9f3a5269cb,0.003
respect for existing work,,respect for existing work,0,ai_values:l1:95817815-a64f-4f10-990d-5f9f3a5269cb,0.003
respect for source material,,respect for source material,0,ai_values:l1:95817815-a64f-4f10-990d-5f9f3a5269cb,0.002
role commitment,,role commitment,0,ai_values:l1:95817815-a64f-4f10-990d-5f9f3a5269cb,0.007
clinical ethics,,clinical ethics,0,ai_values:l1:95beb73e-0826-49c7-a8ca-5b2b21b01d73,0.001
medical authority,,medical authority,0,ai_values:l1:95beb73e-0826-49c7-a8ca-5b2b21b01d73,0.006
medical caution,,medical caution,0,ai_values:l1:95beb73e-0826-49c7-a8ca-5b2b21b01d73,0.005
medical ethics,,medical ethics,0,ai_values:l1:95beb73e-0826-49c7-a8ca-5b2b21b01d73,0.061
medical prudence,,medical prudence,0,ai_values:l1:95beb73e-0826-49c7-a8ca-5b2b21b01d73,0.042
medical responsibility,,medical responsibility,0,ai_values:l1:95beb73e-0826-49c7-a8ca-5b2b21b01d73,0.073
medical transparency,,medical transparency,0,ai_values:l1:95beb73e-0826-49c7-a8ca-5b2b21b01d73,0.003
responsible healthcare,,responsible healthcare,0,ai_values:l1:95beb73e-0826-49c7-a8ca-5b2b21b01d73,0.001
content integrity,,content integrity,0,ai_values:l1:9643879b-342a-4599-8f0c-a5f568b6e85e,0.004
data integrity,,data integrity,0,ai_values:l1:9643879b-342a-4599-8f0c-a5f568b6e85e,0.073
data responsibility,,data responsibility,0,ai_values:l1:9643879b-342a-4599-8f0c-a5f568b6e85e,0.001
documentation integrity,,documentation integrity,0,ai_values:l1:9643879b-342a-4599-8f0c-a5f568b6e85e,0.013
information integrity,,information integrity,0,ai_values:l1:9643879b-342a-4599-8f0c-a5f568b6e85e,0.002
process integrity,,process integrity,0,ai_values:l1:9643879b-342a-4599-8f0c-a5f568b6e85e,0.006
careful deliberation,,careful deliberation,0,ai_values:l1:971cb014-0986-49ea-8d56-10ac1696dc60,0.006
clinical rigor,,clinical rigor,0,ai_values:l1:971cb014-0986-49ea-8d56-10ac1696dc60,0.001
creative discipline,,creative discipline,0,ai_values:l1:971cb014-0986-49ea-8d56-10ac1696dc60,0.002
critical inquiry,,critical inquiry,0,ai_values:l1:971cb014-0986-49ea-8d56-10ac1696dc60,0.003
rational inquiry,,rational inquiry,0,ai_values:l1:971cb014-0986-49ea-8d56-10ac1696dc60,0.003
systematic inquiry,,systematic inquiry,0,ai_values:l1:971cb014-0986-49ea-8d56-10ac1696dc60,0.002
respect for victims,,respect for victims,0,ai_values:l1:980be63b-79df-4ea0-b62f-d59efd0e3aa2,0.001
trauma sensitivity,,trauma sensitivity,0,ai_values:l1:980be63b-79df-4ea0-b62f-d59efd0e3aa2,0.008
trauma-informed care,,trauma-informed care,0,ai_values:l1:980be63b-79df-4ea0-b62f-d59efd0e3aa2,0.008
absolute obedience,,absolute obedience,0,ai_values:l1:987165e8-2abc-4b17-a977-0c5418d65d0f,0.001
following instructions,,following instructions,0,ai_values:l1:987165e8-2abc-4b17-a977-0c5418d65d0f,0.002
format adherence,,format adherence,0,ai_values:l1:987165e8-2abc-4b17-a977-0c5418d65d0f,0.005
instruction adherence,,instruction adherence,0,ai_values:l1:987165e8-2abc-4b17-a977-0c5418d65d0f,0.016
instruction compliance,,instruction compliance,0,ai_values:l1:987165e8-2abc-4b17-a977-0c5418d65d0f,0.004
instruction following,,instruction following,0,ai_values:l1:987165e8-2abc-4b17-a977-0c5418d65d0f,0.008
role adherence,,role adherence,0,ai_values:l1:987165e8-2abc-4b17-a977-0c5418d65d0f,0.002
rule adherence,,rule adherence,0,ai_values:l1:987165e8-2abc-4b17-a977-0c5418d65d0f,0.022
rule following,,rule following,0,ai_values:l1:987165e8-2abc-4b17-a977-0c5418d65d0f,0.002
rule-following,,rule-following,0,ai_values:l1:987165e8-2abc-4b17-a977-0c5418d65d0f,0.008
structured guidance,,structured guidance,0,ai_values:l1:987165e8-2abc-4b17-a977-0c5418d65d0f,0.017
task adherence,,task adherence,0,ai_values:l1:987165e8-2abc-4b17-a977-0c5418d65d0f,0.002
task compliance,,task compliance,0,ai_values:l1:987165e8-2abc-4b17-a977-0c5418d65d0f,0.007
child engagement,,child engagement,0,ai_values:l1:98c70681-6110-4422-8c31-88af4564b626,0.004
child protection,,child protection,0,ai_values:l1:98c70681-6110-4422-8c31-88af4564b626,0.037
child safety,,child safety,0,ai_values:l1:98c70681-6110-4422-8c31-88af4564b626,0.031
childhood innocence,,childhood innocence,0,ai_values:l1:98c70681-6110-4422-8c31-88af4564b626,0.001
infant wellbeing,,infant wellbeing,0,ai_values:l1:98c70681-6110-4422-8c31-88af4564b626,0.002
protecting minors,,protecting minors,0,ai_values:l1:98c70681-6110-4422-8c31-88af4564b626,0.006
youth protection,,youth protection,0,ai_values:l1:98c70681-6110-4422-8c31-88af4564b626,0.002
consistency,,consistency,0,ai_values:l1:9ad47abe-2e5a-452e-8f24-1dd9cdea6e84,0.086
narrative coherence,,narrative coherence,0,ai_values:l1:9ad47abe-2e5a-452e-8f24-1dd9cdea6e84,0.017
narrative consistency,,narrative consistency,0,ai_values:l1:9ad47abe-2e5a-452e-8f24-1dd9cdea6e84,0.055
narrative continuity,,narrative continuity,0,ai_values:l1:9ad47abe-2e5a-452e-8f24-1dd9cdea6e84,0.002
narrative fidelity,,narrative fidelity,0,ai_values:l1:9ad47abe-2e5a-452e-8f24-1dd9cdea6e84,0.015
narrative integrity,,narrative integrity,0,ai_values:l1:9ad47abe-2e5a-452e-8f24-1dd9cdea6e84,0.055
thematic coherence,,thematic coherence,0,ai_values:l1:9ad47abe-2e5a-452e-8f24-1dd9cdea6e84,0.002
thematic consistency,,thematic consistency,0,ai_values:l1:9ad47abe-2e5a-452e-8f24-1dd9cdea6e84,0.002
ecological awareness,,ecological awareness,0,ai_values:l1:9af09a9e-60a3-4c3f-af6e-31390dd9073b,0.001
ecological harmony,,ecological harmony,0,ai_values:l1:9af09a9e-60a3-4c3f-af6e-31390dd9073b,0.001
environmental awareness,,environmental awareness,0,ai_values:l1:9af09a9e-60a3-4c3f-af6e-31390dd9073b,0.006
environmental harmony,,environmental harmony,0,ai_values:l1:9af09a9e-60a3-4c3f-af6e-31390dd9073b,0.003
natural harmony,,natural harmony,0,ai_values:l1:9af09a9e-60a3-4c3f-af6e-31390dd9073b,0.007
responsible tourism,,responsible tourism,0,ai_values:l1:9af09a9e-60a3-4c3f-af6e-31390dd9073b,0.004
stewardship,,stewardship,0,ai_values:l1:9af09a9e-60a3-4c3f-af6e-31390dd9073b,0.002
sustainable wellbeing,,sustainable wellbeing,0,ai_values:l1:9af09a9e-60a3-4c3f-af6e-31390dd9073b,0.004
linguistic accommodation,,linguistic accommodation,0,ai_values:l1:9c312301-a330-4d6e-89f2-1542d81d2a44,0.008
linguistic adaptability,,linguistic adaptability,0,ai_values:l1:9c312301-a330-4d6e-89f2-1542d81d2a44,0.005
linguistic inclusivity,,linguistic inclusivity,0,ai_values:l1:9c312301-a330-4d6e-89f2-1542d81d2a44,0.004
linguistic respect,,linguistic respect,0,ai_values:l1:9c312301-a330-4d6e-89f2-1542d81d2a44,0.002
conflict de-escalation,,conflict de-escalation,0,ai_values:l1:9c4bd6b9-60a0-4e1e-bc64-40e049e98a7e,0.004
conflict prevention,,conflict prevention,0,ai_values:l1:9c4bd6b9-60a0-4e1e-bc64-40e049e98a7e,0.002
de-escalation,,de-escalation,0,ai_values:l1:9c4bd6b9-60a0-4e1e-bc64-40e049e98a7e,0.002
diplomatic protocol,,diplomatic protocol,0,ai_values:l1:9c4bd6b9-60a0-4e1e-bc64-40e049e98a7e,0.001
diplomatic sensitivity,,diplomatic sensitivity,0,ai_values:l1:9c4bd6b9-60a0-4e1e-bc64-40e049e98a7e,0.012
political sensitivity,,political sensitivity,0,ai_values:l1:9c4bd6b9-60a0-4e1e-bc64-40e049e98a7e,0.002
audience respect,,audience respect,0,ai_values:l1:9c6e181b-354f-4166-88d9-97d8ccfe58ab,0.004
collaborative respect,,collaborative respect,0,ai_values:l1:9c6e181b-354f-4166-88d9-97d8ccfe58ab,0.011
dignity,,dignity,0,ai_values:l1:9c6e181b-354f-4166-88d9-97d8ccfe58ab,0.064
expertise and respect,,expertise and respect,0,ai_values:l1:9c6e181b-354f-4166-88d9-97d8ccfe58ab,0.017
interpersonal respect,,interpersonal respect,0,ai_values:l1:9c6e181b-354f-4166-88d9-97d8ccfe58ab,0.002
mutual consent,,mutual consent,0,ai_values:l1:9c6e181b-354f-4166-88d9-97d8ccfe58ab,0.002
mutual respect,,mutual respect,0,ai_values:l1:9c6e181b-354f-4166-88d9-97d8ccfe58ab,0.068
respect,,respect,0,ai_values:l1:9c6e181b-354f-4166-88d9-97d8ccfe58ab,0.177
respect for dignity,,respect for dignity,0,ai_values:l1:9c6e181b-354f-4166-88d9-97d8ccfe58ab,0.007
respect for individuals,,respect for individuals,0,ai_values:l1:9c6e181b-354f-4166-88d9-97d8ccfe58ab,0.003
respect for others,,respect for others,0,ai_values:l1:9c6e181b-354f-4166-88d9-97d8ccfe58ab,0.01
respect for preferences,,respect for preferences,0,ai_values:l1:9c6e181b-354f-4166-88d9-97d8ccfe58ab,0.01
respectful communication,,respectful communication,0,ai_values:l1:9c6e181b-354f-4166-88d9-97d8ccfe58ab,0.029
respectful conduct,,respectful conduct,0,ai_values:l1:9c6e181b-354f-4166-88d9-97d8ccfe58ab,0.002
respectful engagement,,respectful engagement,0,ai_values:l1:9c6e181b-354f-4166-88d9-97d8ccfe58ab,0.005
respectful humor,,respectful humor,0,ai_values:l1:9c6e181b-354f-4166-88d9-97d8ccfe58ab,0.002
respectful interaction,,respectful interaction,0,ai_values:l1:9c6e181b-354f-4166-88d9-97d8ccfe58ab,0.003
respectful relationships,,respectful relationships,0,ai_values:l1:9c6e181b-354f-4166-88d9-97d8ccfe58ab,0.002
respectfulness,,respectfulness,0,ai_values:l1:9c6e181b-354f-4166-88d9-97d8ccfe58ab,0.005
sportsmanship,,sportsmanship,0,ai_values:l1:9c6e181b-354f-4166-88d9-97d8ccfe58ab,0.006
time respect,,time respect,0,ai_values:l1:9c6e181b-354f-4166-88d9-97d8ccfe58ab,0.005
user preference respect,,user preference respect,0,ai_values:l1:9c6e181b-354f-4166-88d9-97d8ccfe58ab,0.001
punctuality,,punctuality,0,ai_values:l1:9c962660-e5f7-4d59-aa99-6c20f99923b1,0.002
respect for time,,respect for time,0,ai_values:l1:9c962660-e5f7-4d59-aa99-6c20f99923b1,0.007
time efficiency,,time efficiency,0,ai_values:l1:9c962660-e5f7-4d59-aa99-6c20f99923b1,0.011
time management,,time management,0,ai_values:l1:9c962660-e5f7-4d59-aa99-6c20f99923b1,0.009
time optimization,,time optimization,0,ai_values:l1:9c962660-e5f7-4d59-aa99-6c20f99923b1,0.002
timeliness,,timeliness,0,ai_values:l1:9c962660-e5f7-4d59-aa99-6c20f99923b1,0.005
urgency,,urgency,0,ai_values:l1:9c962660-e5f7-4d59-aa99-6c20f99923b1,0.004
cost effectiveness,,cost effectiveness,0,ai_values:l1:9df327e0-01f0-4520-ad83-1115afcdfc09,0.006
cost efficiency,,cost efficiency,0,ai_values:l1:9df327e0-01f0-4520-ad83-1115afcdfc09,0.018
cost-effectiveness,,cost-effectiveness,0,ai_values:l1:9df327e0-01f0-4520-ad83-1115afcdfc09,0.074
economic efficiency,,economic efficiency,0,ai_values:l1:9df327e0-01f0-4520-ad83-1115afcdfc09,0.01
economic pragmatism,,economic pragmatism,0,ai_values:l1:9df327e0-01f0-4520-ad83-1115afcdfc09,0.003
economic rationality,,economic rationality,0,ai_values:l1:9df327e0-01f0-4520-ad83-1115afcdfc09,0.002
market efficiency,,market efficiency,0,ai_values:l1:9df327e0-01f0-4520-ad83-1115afcdfc09,0.002
profit optimization,,profit optimization,0,ai_values:l1:9df327e0-01f0-4520-ad83-1115afcdfc09,0.001
calculated risk-taking,,calculated risk-taking,0,ai_values:l1:9e02f893-4851-4985-844f-0bd68e9eb276,0.001
entrepreneurship,,entrepreneurship,0,ai_values:l1:9e02f893-4851-4985-844f-0bd68e9eb276,0.008
proactive initiative,,proactive initiative,0,ai_values:l1:9e02f893-4851-4985-844f-0bd68e9eb276,0.001
proactiveness,,proactiveness,0,ai_values:l1:9e02f893-4851-4985-844f-0bd68e9eb276,0.219
business value,,business value,0,ai_values:l1:9f4af3b8-ac16-44f4-8a83-42242e5ae8fe,0.042
business value creation,,business value creation,0,ai_values:l1:9f4af3b8-ac16-44f4-8a83-42242e5ae8fe,0.001
business value optimization,,business value optimization,0,ai_values:l1:9f4af3b8-ac16-44f4-8a83-42242e5ae8fe,0.001
business value orientation,,business value orientation,0,ai_values:l1:9f4af3b8-ac16-44f4-8a83-42242e5ae8fe,0.002
client value,,client value,0,ai_values:l1:9f4af3b8-ac16-44f4-8a83-42242e5ae8fe,0.003
customer value,,customer value,0,ai_values:l1:9f4af3b8-ac16-44f4-8a83-42242e5ae8fe,0.006
meaningful impact,,meaningful impact,0,ai_values:l1:9f4af3b8-ac16-44f4-8a83-42242e5ae8fe,0.011
practical value,,practical value,0,ai_values:l1:9f4af3b8-ac16-44f4-8a83-42242e5ae8fe,0.017
profit maximization,,profit maximization,0,ai_values:l1:9f4af3b8-ac16-44f4-8a83-42242e5ae8fe,0.005
stakeholder value,,stakeholder value,0,ai_values:l1:9f4af3b8-ac16-44f4-8a83-42242e5ae8fe,0.002
strategic value,,strategic value,0,ai_values:l1:9f4af3b8-ac16-44f4-8a83-42242e5ae8fe,0.002
transformative impact,,transformative impact,0,ai_values:l1:9f4af3b8-ac16-44f4-8a83-42242e5ae8fe,0.002
usefulness,,usefulness,0,ai_values:l1:9f4af3b8-ac16-44f4-8a83-42242e5ae8fe,0.008
user value,,user value,0,ai_values:l1:9f4af3b8-ac16-44f4-8a83-42242e5ae8fe,0.003
value creation,,value creation,0,ai_values:l1:9f4af3b8-ac16-44f4-8a83-42242e5ae8fe,0.017
value delivery,,value delivery,0,ai_values:l1:9f4af3b8-ac16-44f4-8a83-42242e5ae8fe,0.002
value-for-money,,value-for-money,0,ai_values:l1:9f4af3b8-ac16-44f4-8a83-42242e5ae8fe,0.001
wealth creation,,wealth creation,0,ai_values:l1:9f4af3b8-ac16-44f4-8a83-42242e5ae8fe,0.002
decentralization,,decentralization,0,ai_values:l1:9f75fd7f-de06-4a91-b5ac-1a7bfa194e40,0.002
good governance,,good governance,0,ai_values:l1:9f75fd7f-de06-4a91-b5ac-1a7bfa194e40,0.009
institutional reform,,institutional reform,0,ai_values:l1:9f75fd7f-de06-4a91-b5ac-1a7bfa194e40,0.001
organizational responsibility,,organizational responsibility,0,ai_values:l1:9f75fd7f-de06-4a91-b5ac-1a7bfa194e40,0.006
responsible action,,responsible action,0,ai_values:l1:9f75fd7f-de06-4a91-b5ac-1a7bfa194e40,0.003
responsible decision-making,,responsible decision-making,0,ai_values:l1:9f75fd7f-de06-4a91-b5ac-1a7bfa194e40,0.005
responsible governance,,responsible governance,0,ai_values:l1:9f75fd7f-de06-4a91-b5ac-1a7bfa194e40,0.008
responsible implementation,,responsible implementation,0,ai_values:l1:9f75fd7f-de06-4a91-b5ac-1a7bfa194e40,0.004
responsible management,,responsible management,0,ai_values:l1:9f75fd7f-de06-4a91-b5ac-1a7bfa194e40,0.002
responsible power,,responsible power,0,ai_values:l1:9f75fd7f-de06-4a91-b5ac-1a7bfa194e40,0.002
responsible stewardship,,responsible stewardship,0,ai_values:l1:9f75fd7f-de06-4a91-b5ac-1a7bfa194e40,0.006
responsible use,,responsible use,0,ai_values:l1:9f75fd7f-de06-4a91-b5ac-1a7bfa194e40,0.005
architectural rigor,,architectural rigor,0,ai_values:l1:a1c400ae-1d57-4618-b067-4f02dc4154d0,0.002
clinical precision,,clinical precision,0,ai_values:l1:a1c400ae-1d57-4618-b067-4f02dc4154d0,0.009
code elegance,,code elegance,0,ai_values:l1:a1c400ae-1d57-4618-b067-4f02dc4154d0,0.002
engineering rigor,,engineering rigor,0,ai_values:l1:a1c400ae-1d57-4618-b067-4f02dc4154d0,0.017
medical precision,,medical precision,0,ai_values:l1:a1c400ae-1d57-4618-b067-4f02dc4154d0,0.008
methodological precision,,methodological precision,0,ai_values:l1:a1c400ae-1d57-4618-b067-4f02dc4154d0,0.04
numerical precision,,numerical precision,0,ai_values:l1:a1c400ae-1d57-4618-b067-4f02dc4154d0,0.002
procedural precision,,procedural precision,0,ai_values:l1:a1c400ae-1d57-4618-b067-4f02dc4154d0,0.001
scientific precision,,scientific precision,0,ai_values:l1:a1c400ae-1d57-4618-b067-4f02dc4154d0,0.022
structural precision,,structural precision,0,ai_values:l1:a1c400ae-1d57-4618-b067-4f02dc4154d0,0.002
technical accuracy,,technical accuracy,0,ai_values:l1:a1c400ae-1d57-4618-b067-4f02dc4154d0,0.173
technical correctness,,technical correctness,0,ai_values:l1:a1c400ae-1d57-4618-b067-4f02dc4154d0,0.052
technical precision,,technical precision,0,ai_values:l1:a1c400ae-1d57-4618-b067-4f02dc4154d0,0.621
technical rigor,,technical rigor,0,ai_values:l1:a1c400ae-1d57-4618-b067-4f02dc4154d0,0.23
technical thoroughness,,technical thoroughness,0,ai_values:l1:a1c400ae-1d57-4618-b067-4f02dc4154d0,0.007
rational discourse,,rational discourse,0,ai_values:l1:a30ec757-5784-4a13-9e1d-de23fc7c55a6,0.005
rational skepticism,,rational skepticism,0,ai_values:l1:a30ec757-5784-4a13-9e1d-de23fc7c55a6,0.002
rational thinking,,rational thinking,0,ai_values:l1:a30ec757-5784-4a13-9e1d-de23fc7c55a6,0.004
scientific skepticism,,scientific skepticism,0,ai_values:l1:a30ec757-5784-4a13-9e1d-de23fc7c55a6,0.002
skepticism,,skepticism,0,ai_values:l1:a30ec757-5784-4a13-9e1d-de23fc7c55a6,0.002
achievement orientation,,achievement orientation,0,ai_values:l1:a3c0e4a5-3f80-4896-a9f2-3d82c62d5e38,0.015
achievement-oriented,,achievement-oriented,0,ai_values:l1:a3c0e4a5-3f80-4896-a9f2-3d82c62d5e38,0.002
action-orientation,,action-orientation,0,ai_values:l1:a3c0e4a5-3f80-4896-a9f2-3d82c62d5e38,0.002
business impact,,business impact,0,ai_values:l1:a3c0e4a5-3f80-4896-a9f2-3d82c62d5e38,0.002
exercise effectiveness,,exercise effectiveness,0,ai_values:l1:a3c0e4a5-3f80-4896-a9f2-3d82c62d5e38,0.001
impact-focused,,impact-focused,0,ai_values:l1:a3c0e4a5-3f80-4896-a9f2-3d82c62d5e38,0.002
marketing effectiveness,,marketing effectiveness,0,ai_values:l1:a3c0e4a5-3f80-4896-a9f2-3d82c62d5e38,0.026
practical impact,,practical impact,0,ai_values:l1:a3c0e4a5-3f80-4896-a9f2-3d82c62d5e38,0.013
practical results,,practical results,0,ai_values:l1:a3c0e4a5-3f80-4896-a9f2-3d82c62d5e38,0.001
purposeful work,,purposeful work,0,ai_values:l1:a3c0e4a5-3f80-4896-a9f2-3d82c62d5e38,0.002
results focus,,results focus,0,ai_values:l1:a3c0e4a5-3f80-4896-a9f2-3d82c62d5e38,0.002
results orientation,,results orientation,0,ai_values:l1:a3c0e4a5-3f80-4896-a9f2-3d82c62d5e38,0.003
results-driven,,results-driven,0,ai_values:l1:a3c0e4a5-3f80-4896-a9f2-3d82c62d5e38,0.002
results-focus,,results-focus,0,ai_values:l1:a3c0e4a5-3f80-4896-a9f2-3d82c62d5e38,0.003
results-focused,,results-focused,0,ai_values:l1:a3c0e4a5-3f80-4896-a9f2-3d82c62d5e38,0.003
results-orientation,,results-orientation,0,ai_values:l1:a3c0e4a5-3f80-4896-a9f2-3d82c62d5e38,0.027
results-oriented,,results-oriented,0,ai_values:l1:a3c0e4a5-3f80-4896-a9f2-3d82c62d5e38,0.005
active listening,,active listening,0,ai_values:l1:a3ea51a4-60b7-4967-aca2-9c387c517a57,0.013
collaborative understanding,,collaborative understanding,0,ai_values:l1:a3ea51a4-60b7-4967-aca2-9c387c517a57,0.002
compassionate communication,,compassionate communication,0,ai_values:l1:a3ea51a4-60b7-4967-aca2-9c387c517a57,0.002
compassionate understanding,,compassionate understanding,0,ai_values:l1:a3ea51a4-60b7-4967-aca2-9c387c517a57,0.003
consideration,,consideration,0,ai_values:l1:a3ea51a4-60b7-4967-aca2-9c387c517a57,0.029
